,NOC,Year,duration,event,total_appearances,total_athletes,unique_events,unique_sports,athletes_per_games,events_per_games,last_HHI,last_athletes_count,last_unique_events,last_unique_sports,last_female_ratio,last_veteran_ratio,athlete_growth_rate,event_growth_rate,historical_events_per_athlete,athlete_per_event
0,CHN,1932,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,CHN,1936,1,0,1,1,2,1,1.0,2.0,0.5,1,2,1,0.0,0.0,0.0,0.0,2.0,0.5
2,CHN,1948,4,0,2,54,27,7,27.0,13.5,0.08970414201183434,54,27,7,0.046153846153846156,0.018518518518518517,53.0,12.5,1.2037037037037037,2.0
3,CHN,1952,5,0,3,84,33,8,28.0,11.0,0.21946740128558306,31,12,6,0.030303030303030304,0.03225806451612903,26.287037037037038,5.972222222222222,1.1547619047619047,2.5833333333333335
4,CHN,1984,13,1,4,84,34,8,21.0,8.5,1.0,1,1,1,0.0,1.0,17.2021107128634,3.675925925925926,1.1666666666666667,1.0
6,NED,1900,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
8,NOR,1900,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
9,ROU,1900,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
10,ROU,1924,6,1,1,1,1,1,1.0,1.0,1.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0
11,EST,1920,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
12,FRA,1896,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
13,MAR,1960,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
14,ESP,1900,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
16,IRI,1900,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
17,IRI,1948,12,1,1,1,1,1,1.0,1.0,1.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0
18,BUL,1924,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
19,BUL,1928,1,0,1,24,12,4,24.0,12.0,0.17793964620187303,24,12,4,0.0,0.0,0.0,0.0,1.2916666666666667,2.0
20,BUL,1932,2,0,2,27,15,5,13.5,7.5,0.24000000000000002,5,5,2,0.0,0.4,-0.7916666666666666,-0.5833333333333333,1.4074074074074074,1.0
21,BUL,1936,3,0,3,29,16,6,9.666666666666666,5.333333333333333,1.0,2,1,1,0.0,0.0,-0.6958333333333333,-0.6916666666666667,1.3793103448275863,2.0
22,BUL,1952,7,1,4,53,31,8,13.25,7.75,0.06574394463667818,26,22,7,0.0,0.07692307692307693,3.5361111111111114,6.538888888888889,2.2641509433962264,1.1818181818181819
23,ITA,1896,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
24,ITA,1900,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0
39,AZE,1996,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
40,SUD,1960,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
41,SUD,1968,2,0,1,10,10,4,10.0,10.0,0.1124260355029586,10,10,4,0.0,0.0,0.0,0.0,1.3,1.0
42,SUD,1972,3,0,2,14,15,4,7.0,7.5,0.14285714285714285,5,7,2,0.0,0.2,-0.5,-0.30000000000000004,1.4285714285714286,0.7142857142857143
43,SUD,1984,6,0,3,38,23,5,12.666666666666666,7.666666666666667,0.23413111342351708,26,15,4,0.0,0.07692307692307693,1.85,0.4214285714285714,1.2894736842105263,1.7333333333333334
44,SUD,1988,7,0,4,45,25,5,11.25,6.25,0.1111111111111111,7,9,2,0.0,0.0,0.9897435897435898,0.14761904761904757,1.288888888888889,0.7777777777777778
45,SUD,1992,8,0,5,50,27,5,10.0,5.4,0.125,8,8,2,0.0,0.375,0.778021978021978,0.08293650793650789,1.28,1.0
46,SUD,1996,9,0,6,56,30,6,9.333333333333334,5.0,0.14285714285714285,6,7,3,0.0,0.0,0.5724175824175824,0.041349206349206316,1.2678571428571428,0.8571428571428571
47,SUD,2000,10,0,7,60,31,7,8.571428571428571,4.428571428571429,0.25,4,4,2,0.0,0.0,0.42145909645909646,-0.03697089947089951,1.25,1.0
48,SUD,2004,11,0,8,62,33,8,7.75,4.125,0.3333333333333333,3,3,2,0.3333333333333333,0.3333333333333333,0.32553636839351124,-0.06740362811791387,1.2580645161290323,1.0
49,SUD,2008,12,1,9,66,34,8,7.333333333333333,3.7777777777777777,0.25,4,4,1,0.25,0.0,0.32651098901098896,-0.017311507936507972,1.2424242424242424,1.0
55,ARG,1900,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
56,ARG,1908,2,0,1,1,1,1,1.0,1.0,1.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0
57,ARG,1920,5,0,2,2,2,2,1.0,1.0,1.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0
58,ARG,1924,6,1,3,3,3,3,1.0,1.0,1.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0
59,CUB,1900,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
60,BLR,1996,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
61,GRE,1896,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
62,CMR,1964,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
63,CMR,1968,1,1,1,1,2,1,1.0,2.0,0.5,1,2,1,0.0,0.0,0.0,0.0,2.0,0.5
73,USA,1896,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
74,URS,1952,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
89,HUN,1896,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
90,NGR,1952,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
91,NGR,1956,1,0,1,9,5,1,9.0,5.0,0.20888888888888893,9,5,1,0.0,0.0,0.0,0.0,1.6666666666666667,1.8
92,NGR,1960,2,0,2,15,7,1,7.5,3.5,0.19387755102040813,10,6,1,0.0,0.4,0.11111111111111116,0.19999999999999996,1.6,1.6666666666666667
93,NGR,1964,3,1,3,26,13,2,8.666666666666666,4.333333333333333,0.12000000000000001,12,12,2,0.0,0.08333333333333333,0.15555555555555556,0.6,1.4230769230769231,1.0
94,ALG,1964,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
95,ALG,1968,1,0,1,1,7,1,1.0,7.0,0.14285714285714285,1,7,1,0.0,0.0,0.0,0.0,7.0,0.14285714285714285
96,ALG,1972,2,0,2,4,9,2,2.0,4.5,0.1111111111111111,3,9,2,0.0,0.0,2.0,0.2857142857142858,4.0,0.3333333333333333
97,ALG,1980,4,0,3,9,14,3,3.0,4.666666666666667,0.22448979591836732,5,5,2,0.0,0.0,1.3333333333333335,-0.0793650793650793,2.5555555555555554,1.0
98,ALG,1984,5,1,4,63,38,10,15.75,9.5,0.11413454270597129,54,28,9,0.0,0.0,4.155555555555556,1.4804232804232804,1.3650793650793651,1.9285714285714286
99,KUW,1968,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100,KUW,1972,1,0,1,2,1,1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,0.0,1.0,2.0
101,KUW,1976,2,0,2,6,5,2,3.0,2.5,0.25,4,4,2,0.0,0.0,1.0,3.0,1.0,1.0
102,KUW,1980,3,0,3,21,17,5,7.0,5.666666666666667,0.11564625850340134,15,13,4,0.0,0.0,1.875,2.625,1.2857142857142858,1.1538461538461537
103,KUW,1984,4,0,4,72,34,7,18.0,8.5,0.12007128536422368,56,26,7,0.0,0.08928571428571429,2.161111111111111,2.0833333333333335,1.25,2.1538461538461537
104,KUW,1988,5,0,5,88,36,7,17.6,7.2,0.08428720083246619,23,17,5,0.0,0.30434782608695654,1.4735119047619047,1.4759615384615385,1.2386363636363635,1.3529411764705883
105,KUW,1992,6,0,6,107,45,9,17.833333333333332,7.5,0.06055363321799308,25,24,7,0.0,0.24,1.19620082815735,1.2631221719457015,1.2897196261682242,1.0416666666666667
106,KUW,1996,7,0,7,131,50,11,18.714285714285715,7.142857142857143,0.2783053323593863,32,18,7,0.0,0.25,1.043500690131125,1.0109351432880846,1.2748091603053435,1.7777777777777777
107,KUW,2000,8,1,8,152,54,12,19.0,6.75,0.21810699588477364,25,16,9,0.0,0.16,0.8631791629695356,0.8506428212310565,1.256578947368421,1.5625
108,BRN,1984,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
109,BRN,1988,1,0,1,10,8,4,10.0,8.0,0.1530612244897959,10,8,4,0.0,0.0,0.0,0.0,1.4,1.25
110,BRN,1992,2,0,2,15,12,5,7.5,6.0,0.1796875,7,7,3,0.0,0.2857142857142857,-0.30000000000000004,-0.125,1.8,1.0
111,BRN,1996,3,0,3,23,21,6,7.666666666666667,7.0,0.14666666666666667,10,10,2,0.0,0.2,0.06428571428571428,0.1517857142857143,1.7826086956521738,1.0
112,BRN,2000,4,0,4,28,23,7,7.0,5.75,0.44000000000000006,5,3,2,0.0,0.0,-0.12380952380952381,-0.13214285714285712,1.6428571428571428,1.6666666666666667
113,BRN,2004,5,0,5,32,26,7,6.4,5.2,0.25,4,4,2,0.5,0.0,-0.14285714285714285,-0.015773809523809523,1.5625,1.0
114,BRN,2008,6,0,6,42,29,7,7.0,4.833333333333333,0.10000000000000003,10,10,4,0.3,0.0,0.18571428571428572,0.2873809523809524,1.4285714285714286,1.0
115,BRN,2012,7,1,7,50,32,7,7.142857142857143,4.571428571428571,0.11111111111111113,14,11,3,0.2,0.42857142857142855,0.22142857142857142,0.2561507936507937,1.42,1.2727272727272727
116,PAK,1948,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
117,PAK,1952,1,0,1,32,20,6,32.0,20.0,0.2086776859504133,32,20,6,0.0,0.0,0.0,0.0,1.34375,1.6
118,PAK,1956,2,1,2,59,32,7,29.5,16.0,0.08804306036139947,35,25,7,0.0,0.22857142857142856,0.09375,0.25,1.423728813559322,1.4
119,IRQ,1948,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
120,IRQ,1960,3,1,1,11,4,2,11.0,4.0,0.6094674556213019,11,4,2,0.0,0.0,0.0,0.0,1.1818181818181819,2.75
139,QAT,1984,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
140,QAT,1988,1,0,1,24,8,3,24.0,8.0,0.3313609467455621,24,8,3,0.0,0.0,0.0,0.0,1.0833333333333333,3.0
141,QAT,1992,2,1,2,31,15,4,15.5,7.5,0.14792899408284027,10,10,3,0.0,0.3,-0.5833333333333333,0.25,1.1612903225806452,1.0
142,MAS,1964,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
143,MAS,1968,1,0,1,61,48,10,61.0,48.0,0.05166895290352079,61,48,10,0.07407407407407407,0.0,0.0,0.0,1.3278688524590163,1.2708333333333333
144,MAS,1972,2,0,2,80,50,10,40.0,25.0,0.26367346938775515,31,14,4,0.0,0.3870967741935484,-0.4918032786885246,-0.7083333333333333,1.2875,2.2142857142857144
145,MAS,1976,3,0,3,117,58,11,39.0,19.333333333333332,0.15789473684210523,44,20,6,0.08771929824561403,0.1590909090909091,-0.036224219989423545,-0.13988095238095233,1.3247863247863247,2.2
146,MAS,1984,5,0,4,131,60,11,32.75,15.0,0.4272,23,9,5,0.0,0.391304347826087,-0.18324038908385812,-0.27658730158730155,1.297709923664122,2.5555555555555554
147,MAS,1988,6,0,5,150,61,11,30.0,12.2,0.36625514403292186,21,12,5,0.14814814814814814,0.09523809523809523,-0.15916942224767622,-0.12410714285714286,1.3,1.75
148,MAS,1992,7,1,6,157,67,12,26.166666666666668,11.166666666666666,0.07266435986159168,9,15,5,0.47058823529411764,0.2222222222222222,-0.24162125208385526,-0.04928571428571429,1.3312101910828025,0.6
149,GER,1896,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
150,CAN,1900,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
151,IRL,1924,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
152,IRL,1928,1,1,1,48,29,6,48.0,29.0,0.07777777777777779,48,29,6,0.1,0.0,0.0,0.0,1.2291666666666667,1.6551724137931034
153,AUS,1896,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
156,ERI,2000,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
157,ERI,2004,1,1,1,3,3,1,3.0,3.0,0.3333333333333333,3,3,1,0.3333333333333333,0.0,0.0,0.0,1.0,1.0
158,TAN,1964,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
159,TAN,1968,1,0,1,4,4,1,4.0,4.0,0.25,4,4,1,0.0,0.0,0.0,0.0,1.0,1.0
160,TAN,1972,2,0,2,8,7,2,4.0,3.5,0.20000000000000004,4,5,2,0.0,0.0,0.0,0.25,1.125,0.8
161,TAN,1980,4,1,3,19,18,2,6.333333333333333,6.0,0.09504132231404959,15,16,2,0.0,0.26666666666666666,1.375,1.225,1.4736842105263157,0.9375
162,JOR,1980,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
163,JOR,1984,1,0,1,4,3,1,4.0,3.0,0.3333333333333333,4,3,1,0.0,0.0,0.0,0.0,1.5,1.3333333333333333
164,JOR,1988,2,0,2,16,14,3,8.0,7.0,0.09333333333333334,13,12,3,0.06666666666666667,0.07692307692307693,2.25,3.0,1.3125,1.0833333333333333
165,JOR,1992,3,0,3,23,23,7,7.666666666666667,7.666666666666667,0.1111111111111111,7,9,5,0.2222222222222222,0.0,0.8942307692307692,1.375,1.3043478260869565,0.7777777777777778
166,JOR,1996,4,0,4,27,24,7,6.75,6.0,0.20000000000000004,4,5,3,0.2,0.0,0.45329670329670324,0.7685185185185185,1.2962962962962963,0.8
167,JOR,2000,5,0,5,31,28,8,6.2,5.6,0.20000000000000004,5,5,3,0.4,0.2,0.40247252747252743,0.5763888888888888,1.2580645161290323,1.0
168,JOR,2004,6,0,6,38,32,10,6.333333333333333,5.333333333333333,0.125,8,8,6,0.5,0.125,0.441978021978022,0.5811111111111111,1.2105263157894737,1.0
169,JOR,2008,7,0,7,45,38,10,6.428571428571429,5.428571428571429,0.125,8,8,5,0.5,0.125,0.36831501831501834,0.4842592592592592,1.2,1.0
170,JOR,2012,8,0,8,48,41,10,6.0,5.125,0.14285714285714285,7,7,5,0.5714285714285714,0.5714285714285714,0.29784144427001574,0.3972222222222222,1.2083333333333333,1.0
171,JOR,2016,9,1,9,55,44,10,6.111111111111111,4.888888888888889,0.1111111111111111,9,9,5,0.4444444444444444,0.2222222222222222,0.29632554945054945,0.3832837301587302,1.1818181818181819,1.0
186,BEL,1900,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
187,DJI,1984,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
188,DJI,1988,1,1,1,3,1,1,3.0,1.0,1.0,3,1,1,0.0,0.0,0.0,0.0,1.0,3.0
205,KAZ,1996,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
213,IND,1900,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
214,KSA,1972,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
215,KSA,1976,1,0,1,10,11,1,10.0,11.0,0.1326530612244898,10,11,1,0.0,0.0,0.0,0.0,1.4,0.9090909090909091
216,KSA,1984,3,0,2,23,16,1,11.5,8.0,0.11911357340720222,14,13,1,0.0,0.07142857142857142,0.3999999999999999,0.18181818181818188,1.434782608695652,1.0769230769230769
217,KSA,1988,4,0,3,60,27,6,20.0,9.0,0.1757369614512472,37,11,5,0.0,0.0,1.0214285714285714,0.013986013986014012,1.25,3.3636363636363638
218,KSA,1992,5,0,4,68,30,6,17.0,7.5,0.08875739644970415,9,12,3,0.0,0.1111111111111111,0.42870012870012864,0.03962703962703962,1.2941176470588236,0.75
219,KSA,1996,6,0,5,76,38,8,15.2,7.6,0.10034602076124567,9,13,5,0.0,0.1111111111111111,0.3215250965250965,0.05055361305361303,1.368421052631579,0.6923076923076923
220,KSA,2000,7,1,6,101,42,10,16.833333333333332,7.0,0.23183391003460213,29,13,5,0.0,0.13793103448275862,0.7016645216645216,0.04044289044289042,1.3564356435643565,2.230769230769231
221,SYR,1948,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
222,SYR,1968,5,0,1,1,1,1,1.0,1.0,1.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0
223,SYR,1972,6,0,2,3,3,2,1.5,1.5,0.5,2,2,1,0.0,0.0,1.0,1.0,1.0,1.0
224,SYR,1980,8,0,3,8,7,4,2.6666666666666665,2.3333333333333335,0.28,5,4,3,0.2,0.0,1.25,1.0,1.0,1.25
225,SYR,1984,9,1,4,75,56,8,18.75,14.0,0.0565364015076374,67,55,7,0.04225352112676056,0.0,4.966666666666667,4.916666666666667,1.0533333333333332,1.2181818181818183
238,UAE,1984,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
239,UAE,1988,1,0,1,7,8,1,7.0,8.0,0.19008264462809918,7,8,1,0.0,0.0,0.0,0.0,1.5714285714285714,0.875
240,UAE,1992,2,0,2,18,23,3,9.0,11.5,0.08024691358024692,12,15,2,0.0,0.08333333333333333,0.7142857142857142,0.875,2.611111111111111,0.8
241,UAE,1996,3,0,3,26,25,3,8.666666666666666,8.333333333333334,0.07407407407407408,13,19,3,0.0,0.38461538461538464,0.3988095238095237,0.5708333333333333,2.576923076923077,0.6842105263157895
242,UAE,2000,4,0,4,30,27,4,7.5,6.75,0.25,4,4,4,0.0,0.0,0.035103785103785055,0.11739766081871343,2.3666666666666667,1.0
243,UAE,2004,5,1,5,34,30,4,6.8,6.0,0.20000000000000004,4,5,3,0.0,0.0,0.02632783882783879,0.15054824561403507,2.235294117647059,0.8
246,INA,1952,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
247,INA,1956,1,0,1,3,3,3,3.0,3.0,0.3333333333333333,3,3,3,0.0,0.0,0.0,0.0,1.0,1.0
248,INA,1960,2,0,2,25,13,6,12.5,6.5,0.3159722222222221,22,11,6,0.08333333333333333,0.0,6.333333333333333,2.6666666666666665,1.08,2.0
249,INA,1968,4,0,3,46,24,9,15.333333333333334,8.0,0.08367626886145403,22,17,8,0.07407407407407407,0.045454545454545456,3.1666666666666665,1.606060606060606,1.1521739130434783,1.2941176470588236
250,INA,1972,5,0,4,52,26,9,13.0,6.5,0.22222222222222227,6,5,2,0.0,0.0,1.8686868686868685,0.8354129530600117,1.1346153846153846,1.2
251,INA,1976,6,0,5,57,32,11,11.4,6.4,0.14285714285714285,6,7,5,0.5714285714285714,0.16666666666666666,1.4015151515151514,0.7265597147950088,1.1578947368421053,0.8571428571428571
252,INA,1984,8,0,6,63,36,11,10.5,6.0,0.09090909090909091,7,11,5,0.2727272727272727,0.14285714285714285,1.1545454545454545,0.6955334861217214,1.1904761904761905,0.6363636363636364
253,INA,1988,9,1,7,78,43,11,11.142857142857142,6.142857142857143,0.08128544423440454,16,16,6,0.17391304347826086,0.0625,1.1764069264069263,0.6553688141923436,1.2435897435897436,1.0
254,PHI,1924,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
255,PHI,1928,1,1,1,1,2,1,1.0,2.0,0.5,1,2,1,0.0,0.0,0.0,0.0,2.0,0.5
260,UZB,1996,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
261,KGZ,1996,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
262,KGZ,2000,1,1,1,33,39,9,33.0,39.0,0.03737985048059809,33,39,9,0.18867924528301888,0.0,0.0,0.0,1.606060606060606,0.8461538461538461
263,TJK,1996,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
264,TJK,2000,1,0,1,8,8,5,8.0,8.0,0.125,8,8,5,0.25,0.0,0.0,0.0,1.0,1.0
265,TJK,2004,2,0,2,11,11,6,5.5,5.5,0.25,4,4,2,0.5,0.25,-0.5,-0.5,1.0,1.0
266,TJK,2008,3,1,3,19,19,8,6.333333333333333,6.333333333333333,0.1111111111111111,9,9,5,0.4444444444444444,0.1111111111111111,0.375,0.375,1.0,1.0
267,EUN,1992,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
285,BRA,1900,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
286,BRA,1920,5,1,1,1,3,1,1.0,3.0,0.3333333333333333,1,3,1,0.0,0.0,0.0,0.0,3.0,0.3333333333333333
287,GDR,1968,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
311,ISR,1952,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
312,ISR,1956,1,0,1,25,17,5,25.0,17.0,0.17585848074921953,25,17,5,0.12903225806451613,0.0,0.0,0.0,1.24,1.4705882352941178
313,ISR,1960,2,0,2,27,19,5,13.5,9.5,0.3333333333333333,3,3,3,0.3333333333333333,0.3333333333333333,-0.88,-0.8235294117647058,1.2222222222222223,1.0
314,ISR,1964,3,0,3,49,38,9,16.333333333333332,12.666666666666666,0.04631379962192816,23,28,7,0.41304347826086957,0.043478260869565216,2.8933333333333335,3.754901960784314,1.5918367346938775,0.8214285714285714
315,ISR,1968,4,0,4,56,41,9,14.0,10.25,0.08875739644970415,10,12,3,0.23076923076923078,0.3,1.7404830917874399,2.312791783380019,1.5714285714285714,0.8333333333333334
316,ISR,1972,5,0,5,82,57,10,16.4,11.4,0.20841551610782386,29,20,4,0.1794871794871795,0.10344827586206896,1.78036231884058,1.901260504201681,1.5121951219512195,1.45
317,ISR,1976,6,0,6,92,64,12,15.333333333333334,10.666666666666666,0.07958477508650517,14,14,7,0.23529411764705882,0.2857142857142857,1.320841579210395,1.4610084033613449,1.4782608695652173,1.0
318,ISR,1984,8,0,7,117,73,13,16.714285714285715,10.428571428571429,0.21280276816609,26,19,10,0.058823529411764705,0.038461538461538464,1.2435584588658053,1.27703081232493,1.4444444444444444,1.368421052631579
319,ISR,1988,9,0,8,147,91,16,18.375,11.375,0.02437869822485207,32,46,11,0.2923076923076923,0.0625,1.0988742834234375,1.2976053579326468,1.5782312925170068,0.6956521739130435
320,ISR,1992,10,1,9,161,99,17,17.88888888888889,11.0,0.058263971462544584,18,20,8,0.27586206896551724,0.2222222222222222,0.9068274979955078,1.0647525142780225,1.5776397515527951,0.9
321,URU,1924,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
322,SWE,1896,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
323,SWE,1900,1,1,1,1,5,2,1.0,5.0,0.20000000000000004,1,5,2,0.0,0.0,0.0,0.0,5.0,0.2
324,SRI,1948,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
